price,bathrooms,bedrooms,parking,type,street,suburb,postcode,latitude,longitude,school,furnished,SA2_code,CBD_distance,CBD_duration_time
510.0,2,4,2,House,39 Harper St,WANGARATTA,3677.0,-36.360905,146.31877,"Yarrunga Primary School1.3 km awayPrep-6CoEdGovernmentView Catchment,Wangaratta High School2.1 km away7-12CoEdGovernmentView Catchment,St Patrick's School0.6 km awayPrep-6CoEdCatholicMore Info",False,204021066.0,241297.9,10155.4
480.0,1,3,2,House,8 Blake Street,WANGARATTA,3677.0,-36.343803,146.31117,"Wangaratta High School0.2 km away7-12CoEdGovernmentView Catchment,Wangaratta West Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,Galen Catholic College0.6 km away7-12CoEdCatholicMore Info",False,204021066.0,242121.6,10301.9
400.0,1,0,0,Studio,27A Roy Street East,WANGARATTA,3677.0,-36.357967,146.31496,"Wangaratta West Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Wangaratta High School1.6 km away7-12CoEdGovernmentView Catchment,Cathedral College Wangaratta0.7 km awayPrep-12CoEdPrivateMore Info",True,204021066.0,240754.1,10196.1
350.0,1,2,2,Apartment / Unit / Flat,2/159 Phillipson Street,WANGARATTA,3677.0,-36.34315,146.30704,"Wangaratta High School0.2 km away7-12CoEdGovernmentView Catchment,Wangaratta West Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,St Bernard's School0.4 km awayPrep-6CoEdCatholicMore Info",False,204021066.0,242473.2,10304.4
350.0,1,2,1,Apartment / Unit / Flat,2/41 Gray Street,WANGARATTA,3677.0,-36.34881,146.31819,"Wangaratta High School1 km away7-12CoEdGovernmentView Catchment,Wangaratta Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,Cathedral College Wangaratta0.8 km awayPrep-12CoEdPrivateMore Info",False,204021066.0,242469.4,10353.2
495.0,1,3,3,House,7 Taylor Street,WANGARATTA,3677.0,-36.349426,146.30469,"Wangaratta West Primary School0.5 km awayPrep-6CoEdGovernmentView Catchment,Wangaratta High School0.7 km away7-12CoEdGovernmentView Catchment,St Bernard's School0.3 km awayPrep-6CoEdCatholicMore Info",False,204021066.0,241909.1,10252.4
490.0,2,3,2,House,1 Eva Place,WANGARATTA,3677.0,-36.351845,146.28925,"Appin Park Primary School1.5 km awayPrep-6CoEdGovernmentView Catchment,Wangaratta High School2 km away7-12CoEdGovernmentView Catchment,St Bernard's School1.6 km awayPrep-6CoEdCatholicMore Info",False,204021066.0,240927.0,10250.5
470.0,2,3,2,House,4 WENHAMS LANE,WANGARATTA,3677.0,-36.382435,146.32773,"Yarrunga Primary School1.4 km awayPrep-6CoEdGovernmentView Catchment,Wangaratta High School4.6 km away7-12CoEdGovernmentView Catchment,Our Lady's School1.3 km awayPrep-6CoEdCatholicMore Info",False,204021066.0,245037.8,10114.3
290.0,1,1,0,Apartment / Unit / Flat,2/41 Cruse Street,WANGARATTA,3677.0,-36.356125,146.29327,"Wangaratta West Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Wangaratta High School2 km away7-12CoEdGovernmentView Catchment,St Bernard's School1.5 km awayPrep-6CoEdCatholicMore Info",False,204021066.0,239985.3,10137.0
550.0,2,3,2,House,18 Filandra Street,WANGARATTA,3677.0,-36.34036,146.2911,"Wangaratta High School1.7 km away7-12CoEdGovernmentView Catchment,Wangaratta West Primary School1.9 km awayPrep-6CoEdGovernmentView Catchment,St Bernard's School1.5 km awayPrep-6CoEdCatholicMore Info",False,204021066.0,242629.9,10428.7
510.0,1,3,2,House,24 Hardisty Street,WANGARATTA,3677.0,-36.369038,146.32582,"Yarrunga Primary School0.9 km awayPrep-6CoEdGovernmentView Catchment,Wangaratta High School3.1 km away7-12CoEdGovernmentView Catchment,Our Lady's School0.5 km awayPrep-6CoEdCatholicMore Info",False,204021066.0,241437.1,10165.2
500.0,1,3,1,House,24-26 Riverview Crescent,WANGARATTA,3677.0,-36.36492,146.3252,"Yarrunga Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Wangaratta High School2.7 km away7-12CoEdGovernmentView Catchment,Our Lady's School0.9 km awayPrep-6CoEdCatholicMore Info",False,204021066.0,241746.3,10185.4
495.0,1,4,1,House,25 Brodie Street,WANGARATTA,3677.0,-36.35008,146.30327,"Wangaratta West Primary School0.4 km awayPrep-6CoEdGovernmentView Catchment,Wangaratta High School0.9 km away7-12CoEdGovernmentView Catchment,St Bernard's School0.4 km awayPrep-6CoEdCatholicMore Info",False,204021066.0,241000.5,10232.9
370.0,1,2,1,Apartment / Unit / Flat,2/70 Williams Road,WANGARATTA,3677.0,-36.34567,146.29796,"Appin Park Primary School0.5 km awayPrep-6CoEdGovernmentView Catchment,Wangaratta High School1 km away7-12CoEdGovernmentView Catchment,St Bernard's School0.7 km awayPrep-6CoEdCatholicMore Info",False,204021066.0,241275.6,10259.4
370.0,1,2,1,House,8/6 Phillips Street,WANGARATTA,3677.0,-36.363804,146.32343,"Wangaratta Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Wangaratta High School2.5 km away7-12CoEdGovernmentView Catchment,St Patrick's School0.9 km awayPrep-6CoEdCatholicMore Info",False,204021066.0,242171.2,10218.0
480.0,1,3,2,House,3170 Wangaratta-Whitfield Road,EDI,3678.0,-36.61968,146.40019,"Moyhu Primary School3.3 km awayPrep-6CoEdGovernmentView Catchment,Wangaratta High School31.6 km away7-12CoEdGovernmentView Catchment",False,204021067.0,256194.9,10754.2
510.0,1,3,2,House,1538 Wangaratta-Yarrawonga Rd,KILLAWARRA,3678.0,-36.24288,146.24684,"Wangaratta High School12.6 km away7-12CoEdGovernmentView Catchment,Wangaratta West Primary School13.4 km awayPrep-6CoEdGovernmentView Catchment",False,204021067.0,255280.0,10871.2
580.0,2,4,2,House,44 Simpson Street,OXLEY,3678.0,-36.442066,146.38512,"Oxley Primary School2.2 km awayPrep-6CoEdGovernmentView Catchment,Wangaratta High School12.8 km away7-12CoEdGovernmentView Catchment",False,204021067.0,242214.0,10138.0
450.0,1,3,1,House,36-38 Hunter Street,RUTHERGLEN,3685.0,-36.054077,146.47128,"Rutherglen Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Rutherglen High School2 km away7-12CoEdGovernmentView Catchment,St Mary's School0.9 km awayPrep-6CoEdCatholicMore Info",False,204021065.0,284865.3,11699.4
350.0,1,3,1,House,3 Soles Street,RUTHERGLEN,3685.0,-36.057816,146.4617,"Rutherglen Primary School0.2 km awayPrep-6CoEdGovernmentView Catchment,Rutherglen High School1 km away7-12CoEdGovernmentView Catchment,St Mary's School0.8 km awayPrep-6CoEdCatholicMore Info",False,204021065.0,283897.0,11641.7
590.0,2,3,2,House,27 Coopers Road,WEST WODONGA,3690.0,-36.112812,146.8407,"Melrose Primary School2.7 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Senior Secondary College3.9 km away7-12CoEdGovernmentView Catchment,Wodonga Middle Years College4.9 km away3-9CoEdGovernmentView Catchment",False,204031073.0,306950.6,12385.8
460.0,1,3,2,House,54 Campaspe Street,WEST WODONGA,3690.0,-36.114502,146.85567,"Wodonga West Primary School2.1 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Senior Secondary College2.6 km away7-12CoEdGovernmentView Catchment,Wodonga Middle Years College3.6 km away3-9CoEdGovernmentView Catchment",False,204031073.0,308673.4,12466.9
320.0,1,1,1,Apartment / Unit / Flat,2/2 Pitmedden Drive,WEST WODONGA,3690.0,-36.116997,146.86546,"Wodonga West Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Senior Secondary College1.8 km away7-12CoEdGovernmentView Catchment,Wodonga Middle Years College2.7 km away3-9CoEdGovernmentView Catchment",False,204031073.0,308955.1,12535.7
620.0,2,4,2,House,89 AXFORD BOULEVARD,WODONGA,3690.0,-36.144062,146.90077,"Wodonga South Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Middle Years College1.7 km away3-9CoEdGovernmentView Catchment,Wodonga Senior Secondary College2.6 km away7-12CoEdGovernmentView Catchment",False,204031491.0,315503.4,13047.1
520.0,2,3,2,House,40 DAINTREE WAY,WODONGA,3690.0,-36.11293,146.84433,"Melrose Primary School2.5 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Senior Secondary College3.6 km away7-12CoEdGovernmentView Catchment,Wodonga Middle Years College4.6 km away3-9CoEdGovernmentView Catchment",False,204031073.0,307249.4,12433.8
480.0,1,3,2,House,13 CUMMINGS STREET,WODONGA,3690.0,-36.127403,146.88579,"Wodonga Primary School0.4 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Senior Secondary College0.5 km away7-12CoEdGovernmentView Catchment,Wodonga Middle Years College0.6 km away3-9CoEdGovernmentView Catchment",False,204031492.0,312632.3,12703.4
340.0,1,2,1,Apartment / Unit / Flat,2/333 BEECHWORTH ROAD,WODONGA,3690.0,-36.140118,146.88455,"Wodonga South Primary School0.9 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Middle Years College1.2 km away3-9CoEdGovernmentView Catchment,Wodonga Senior Secondary College1.5 km away7-12CoEdGovernmentView Catchment",False,204031492.0,313999.8,12815.7
550.0,2,4,2,House,19 Park View Close,WODONGA,3690.0,-36.13288,146.86786,"Melrose Primary School0.6 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Senior Secondary College1.3 km away7-12CoEdGovernmentView Catchment,Wodonga Middle Years College2.1 km away3-9CoEdGovernmentView Catchment",False,204031492.0,310783.3,12712.7
470.0,2,3,0,House,47 LEONARD STREET,WODONGA,3690.0,-36.133495,146.88791,"Wodonga Middle Years College0.4 km away3-9CoEdGovernmentView Catchment,Wodonga Primary School0.5 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Senior Secondary College1 km away7-12CoEdGovernmentView Catchment",False,204031492.0,313298.8,12798.2
520.0,2,3,2,House,376 Lawrence Street,WODONGA,3690.0,-36.120388,146.86052,"Wodonga West Primary School1.5 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Senior Secondary College1.9 km away7-12CoEdGovernmentView Catchment,Wodonga Middle Years College2.9 km away3-9CoEdGovernmentView Catchment",False,204031073.0,309680.5,12552.9
480.0,1,2,1,House,284A Beechworth Road,WODONGA,3690.0,-36.133385,146.88692,"Wodonga Middle Years College0.4 km away3-9CoEdGovernmentView Catchment,Wodonga Primary School0.5 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Senior Secondary College0.9 km away7-12CoEdGovernmentView Catchment",False,204031492.0,313291.7,12759.9
470.0,1,3,1,House,315 Lawrence Street,WODONGA,3690.0,-36.12161,146.86519,"Wodonga West Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Senior Secondary College1.5 km away7-12CoEdGovernmentView Catchment,Wodonga Middle Years College2.5 km away3-9CoEdGovernmentView Catchment",False,204031073.0,309489.5,12548.5
450.0,2,4,4,House,10-11 Camellia Court,WODONGA,3690.0,-36.122665,146.87001,"Wodonga West Primary School0.6 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Senior Secondary College1.1 km away7-12CoEdGovernmentView Catchment,Wodonga Middle Years College2.1 km away3-9CoEdGovernmentView Catchment",False,204031492.0,309719.9,12607.0
590.0,2,4,2,House,4 Avenel Circuit,WODONGA,3690.0,-36.159584,146.88098,"Wodonga South Primary School2.5 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Middle Years College3.3 km away3-9CoEdGovernmentView Catchment,Wodonga Senior Secondary College3.6 km away7-12CoEdGovernmentView Catchment",False,204031491.0,314440.7,13122.5
560.0,2,4,2,House,31 Gratwick View,WODONGA,3690.0,-36.146526,146.89545,"Wodonga South Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Middle Years College1.8 km away3-9CoEdGovernmentView Catchment,Wodonga Senior Secondary College2.5 km away7-12CoEdGovernmentView Catchment",False,204031491.0,315338.0,13036.6
550.0,2,3,2,House,13 Condamine Street,WODONGA,3690.0,-36.11479,146.84276,"Melrose Primary School2.4 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Senior Secondary College3.7 km away7-12CoEdGovernmentView Catchment,Wodonga Middle Years College4.7 km away3-9CoEdGovernmentView Catchment",False,204031073.0,307119.2,12405.0
510.0,2,4,1,House,6 Oleander Court,WODONGA,3690.0,-36.12439,146.87221,"Wodonga West Primary School0.5 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Senior Secondary College0.8 km away7-12CoEdGovernmentView Catchment,Wodonga Middle Years College1.8 km away3-9CoEdGovernmentView Catchment",False,204031492.0,310031.0,12630.9
490.0,1,3,2,House,24 Wornes Drive,WODONGA,3690.0,-36.11795,146.87004,"Wodonga West Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Senior Secondary College1.4 km away7-12CoEdGovernmentView Catchment,Wodonga Middle Years College2.3 km away3-9CoEdGovernmentView Catchment",False,204031492.0,308850.7,12524.4
480.0,2,3,2,Apartment / Unit / Flat,1/3 Wren Court,WODONGA,3690.0,-36.129154,146.85524,"Melrose Primary School0.6 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Senior Secondary College2.3 km away7-12CoEdGovernmentView Catchment,Wodonga Middle Years College3.2 km away3-9CoEdGovernmentView Catchment",False,204031073.0,309340.4,12785.0
320.0,1,2,1,Apartment / Unit / Flat,4/2 Marie Drive,WODONGA,3690.0,-36.115,146.88118,"Wodonga West Primary School0.9 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Senior Secondary College1.4 km away7-12CoEdGovernmentView Catchment,Wodonga Middle Years College2 km away3-9CoEdGovernmentView Catchment",False,204031492.0,312198.7,12677.2
620.0,2,4,2,House,8 Coutts Lane,WODONGA,3690.0,-36.12447,146.88852,"Wodonga Primary School0.5 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Middle Years College0.7 km away3-9CoEdGovernmentView Catchment,Wodonga Senior Secondary College0.8 km away7-12CoEdGovernmentView Catchment",False,204031492.0,312515.0,12669.4
450.0,2,3,2,House,3 Pope Terrace,WODONGA,3690.0,-36.139812,146.8912,"Wodonga South Primary School0.3 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Middle Years College1 km away3-9CoEdGovernmentView Catchment,Wodonga Senior Secondary College1.7 km away7-12CoEdGovernmentView Catchment",False,204031491.0,314752.2,12895.1
350.0,1,2,1,Apartment / Unit / Flat,6/2 Stott Court,WODONGA,3690.0,-36.13658,146.87007,"Melrose Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Senior Secondary College1.4 km away7-12CoEdGovernmentView Catchment,Wodonga Middle Years College2 km away3-9CoEdGovernmentView Catchment",False,204031492.0,311592.6,12780.5
670.0,2,3,2,House,24 Castle Creek Road,WODONGA,3690.0,-36.157238,146.87755,"Wodonga South Primary School2.5 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Middle Years College3.2 km away3-9CoEdGovernmentView Catchment,Wodonga Senior Secondary College3.3 km away7-12CoEdGovernmentView Catchment",False,204031491.0,313906.9,12995.6
620.0,2,4,2,House,63 Maygar Avenue,WODONGA,3690.0,-36.14337,146.89418,"Wodonga South Primary School0.4 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Middle Years College1.4 km away3-9CoEdGovernmentView Catchment,Wodonga Senior Secondary College2.2 km away7-12CoEdGovernmentView Catchment",False,204031491.0,315118.8,12920.5
510.0,2,3,2,House,32 Castleton Street,WODONGA,3690.0,-36.139885,146.8882,"Wodonga South Primary School0.5 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Middle Years College1 km away3-9CoEdGovernmentView Catchment,Wodonga Senior Secondary College1.6 km away7-12CoEdGovernmentView Catchment",False,204031492.0,314293.4,12853.2
480.0,1,3,1,House,6 Glasgow Street,WODONGA,3690.0,-36.12885,146.90437,"Wodonga Middle Years College1.3 km away3-9CoEdGovernmentView Catchment,Wodonga Primary School1.3 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Senior Secondary College2.2 km away7-12CoEdGovernmentView Catchment",False,204031492.0,313405.4,12732.5
480.0,1,3,2,House,6 Hunt Street,WODONGA,3690.0,-36.126537,146.89636,"Wodonga Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Middle Years College0.7 km away3-9CoEdGovernmentView Catchment,Wodonga Senior Secondary College1.5 km away7-12CoEdGovernmentView Catchment",False,204031492.0,313098.5,12734.5
450.0,2,3,2,House,4 O'Meara Street,WODONGA,3690.0,-36.1422,146.88846,"Wodonga South Primary School0.6 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Middle Years College1.3 km away3-9CoEdGovernmentView Catchment,Wodonga Senior Secondary College1.8 km away7-12CoEdGovernmentView Catchment",False,204031491.0,314586.5,12889.7
420.0,1,3,1,House,2 Anderson Street,WODONGA,3690.0,-36.119125,146.87263,"Wodonga West Primary School0.5 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Senior Secondary College1.1 km away7-12CoEdGovernmentView Catchment,Wodonga Middle Years College2.1 km away3-9CoEdGovernmentView Catchment",False,204031492.0,309178.1,12562.4
420.0,1,3,4,House,5 Sofia Court,WODONGA,3690.0,-36.127167,146.90338,"Wodonga Middle Years College1.2 km away3-9CoEdGovernmentView Catchment,Wodonga Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Senior Secondary College2.1 km away7-12CoEdGovernmentView Catchment",False,204031492.0,313280.0,12732.8
380.0,1,2,1,Apartment / Unit / Flat,1/12 Chifley Street,WODONGA,3690.0,-36.1372,146.85995,"Melrose Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Senior Secondary College2.1 km away7-12CoEdGovernmentView Catchment,Wodonga Middle Years College2.8 km away3-9CoEdGovernmentView Catchment",False,204031073.0,311077.0,12761.0
375.0,1,2,1,Townhouse,2A Butterworth Place,WODONGA,3690.0,-36.130558,146.90775,"Wodonga Middle Years College1.5 km away3-9CoEdGovernmentView Catchment,Wodonga Primary School1.6 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Senior Secondary College2.5 km away7-12CoEdGovernmentView Catchment",False,204031492.0,313677.0,12771.6
340.0,1,2,1,House,4/92 Lawrence Street,WODONGA,3690.0,-36.125164,146.89651,"Wodonga Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Middle Years College0.8 km away3-9CoEdGovernmentView Catchment,Wodonga Senior Secondary College1.5 km away7-12CoEdGovernmentView Catchment",False,204031492.0,312961.1,12698.9
290.0,1,1,0,Studio,Room 6/5 Kelly Street,WODONGA,3690.0,-36.117336,146.87444,"Wodonga West Primary School0.6 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Senior Secondary College1.2 km away7-12CoEdGovernmentView Catchment,Wodonga Middle Years College2.1 km away3-9CoEdGovernmentView Catchment",False,204031492.0,309218.4,12551.6
230.0,2,7,2,House,rooms 1-7/4 Lanark Court,WODONGA,3690.0,-36.11723,146.8657,"Wodonga West Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Senior Secondary College1.7 km away7-12CoEdGovernmentView Catchment,Wodonga Middle Years College2.7 km away3-9CoEdGovernmentView Catchment",True,204031073.0,308898.8,12522.2
750.0,2,4,2,House,17 Freeman Crescent,BARANDUDA,3691.0,-36.17525,146.93826,"Baranduda Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Middle Years College6.5 km away3-9CoEdGovernmentView Catchment,Wodonga Senior Secondary College7.4 km away7-12CoEdGovernmentView Catchment",False,204031491.0,322007.2,13363.3
800.0,2,4,2,House,20 WOODBRIDGE STREET,KILLARA,3691.0,-36.140167,146.9425,"Bandiana Primary School2 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Middle Years College4.8 km away3-9CoEdGovernmentView Catchment,Wodonga Senior Secondary College5.8 km away7-12CoEdGovernmentView Catchment",False,204031491.0,321092.0,13515.1
600.0,2,4,2,House,1 Chatham Road,LENEVA,3691.0,-36.16054,146.89305,"Wodonga South Primary School2.3 km awayPrep-6CoEdGovernmentView Catchment,Wodonga Middle Years College3.3 km away3-9CoEdGovernmentView Catchment,Wodonga Senior Secondary College3.8 km away7-12CoEdGovernmentView Catchment",False,204031491.0,315379.5,13139.2
485.0,2,3,2,House,2 Morses Court Tawonga South,TAWONGA SOUTH,3698.0,-36.733383,147.15053,"Mount Beauty Secondary College1.7 km away7-12CoEdGovernmentView Catchment,Mount Beauty Primary School2 km awayPrep-6CoEdGovernmentView Catchment",True,204031069.0,348357.9,15034.8
500.0,1,3,0,House,6 Reid Court,TAWONGA SOUTH,3698.0,-36.727303,147.14809,"Mount Beauty Secondary College2.2 km away7-12CoEdGovernmentView Catchment,Mount Beauty Primary School2.5 km awayPrep-6CoEdGovernmentView Catchment",False,204031069.0,347373.0,14916.9
45000.0,2,3,4,House,House 2 High Plains Road,BOGONG,3699.0,-36.804718,147.22362,"Falls Creek Primary School8.3 km awayPrep-6CoEdGovernmentView Catchment,Mount Beauty Secondary College8.7 km away7-12CoEdGovernmentView Catchment",True,204031069.0,364013.6,15906.9
49500.0,1,4,0,Apartment / Unit / Flat,2/3 Schuss Street,FALLS CREEK,3699.0,-36.864914,147.2779,"Falls Creek Primary School0.2 km awayPrep-6CoEdGovernmentView Catchment,Mount Beauty Secondary College17 km away7-12CoEdGovernmentView Catchment",True,204031069.0,379870.0,17000.9
49500.0,1,4,0,Apartment / Unit / Flat,2/3 Schuss Street,FALLS CREEK,3699.0,-36.865158,147.27731,"Falls Creek Primary School0.2 km awayPrep-6CoEdGovernmentView Catchment,Mount Beauty Secondary College17 km away7-12CoEdGovernmentView Catchment",True,204031069.0,379924.1,17013.9
470.0,1,3,4,House,31 Roper Street,MOUNT BEAUTY,3699.0,-36.73584,147.17715,"Mount Beauty Primary School0.6 km awayPrep-6CoEdGovernmentView Catchment,Mount Beauty Secondary College1 km away7-12CoEdGovernmentView Catchment",False,204031069.0,350878.3,15182.2
450.0,2,3,2,House,5 Beauty Avenue Mount Beauty,MOUNT BEAUTY,3699.0,-36.741917,147.17076,"Mount Beauty Primary School0.3 km awayPrep-6CoEdGovernmentView Catchment,Mount Beauty Secondary College0.4 km away7-12CoEdGovernmentView Catchment",False,204031069.0,349799.4,15098.6
440.0,1,3,1,House,42 Valley Avenue,MOUNT BEAUTY,3699.0,-36.73333,147.1809,"Mount Beauty Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Mount Beauty Secondary College1.4 km away7-12CoEdGovernmentView Catchment",False,204031069.0,351177.8,15196.7
380.0,1,2,2,Townhouse,5/7 TOOMA STREET,TALLANGATTA,3700.0,-36.217453,147.17314,"Tallangatta Primary School0.3 km awayPrep-6CoEdGovernmentView Catchment,Tallangatta Secondary College0.3 km away7-12CoEdGovernmentView Catchment,St Michael's School0.2 km awayPrep-6CoEdCatholicMore Info",False,204031072.0,352262.1,14559.7
360.0,1,3,2,House,3816 Omeo Highway,ESKDALE,3701.0,-36.46477,147.25449,"Eskdale Primary School0.3 km awayPrep-6CoEdGovernmentView Catchment,Tallangatta Secondary College28.1 km away7-12CoEdGovernmentView Catchment",False,204031072.0,375992.3,15504.7
300.0,1,1,1,Apartment / Unit / Flat,451A Upper Murray Rd,TOWONG UPPER,3707.0,-36.20363,148.02408,Corryong College10.3 km awayPrep-12CoEdGovernmentView Catchment,True,204031072.0,450028.2,19046.1
275.0,1,2,0,House,Site 35/2 The Boulevard,EILDON,3713.0,-37.23313,145.90161,"Eildon Primary School0.5 km awayPrep-6CoEdGovernmentView Catchment,Alexandra Secondary College18.3 km away7-12CoEdGovernmentView Catchment",False,204011054.0,144912.5,8455.4
440.0,2,3,0,House,28 Rose Street,ALEXANDRA,3714.0,-37.196037,145.7043,"Alexandra Secondary College0.3 km away7-12CoEdGovernmentView Catchment,Alexandra Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,St Mary's School1 km awayPrep-6CoEdCatholicMore Info",False,204011054.0,161501.4,7538.4
410.0,2,3,2,House,156 Grant Street,ALEXANDRA,3714.0,-37.198578,145.71149,"Alexandra Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Alexandra Secondary College1 km away7-12CoEdGovernmentView Catchment,St Mary's School0.8 km awayPrep-6CoEdCatholicMore Info",False,204011054.0,162530.4,7626.6
400.0,2,3,0,Apartment / Unit / Flat,1/183 Burns Road,GLENBURN,3717.0,-37.428673,145.45712,"Toolangi Primary School11.9 km awayPrep-6CoEdGovernmentView Catchment,Yea High School24.1 km away7-12CoEdGovernmentView Catchment",False,204011062.0,87367.2,5494.0
380.0,1,2,1,House,2/5 Range Road,YEA,3717.0,-37.21602,145.41734,"Yea High School0.8 km away7-12CoEdGovernmentView Catchment,Yea Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Sacred Heart School0.7 km awayPrep-6CoEdCatholicMore Info",False,204011062.0,128210.5,5997.9
5302303.0,3,4,2,House,9 Phillip Street,BONNIE DOON,3720.0,-37.025173,145.85355,"Mansfield Primary School20.9 km awayPrep-6CoEdGovernmentView Catchment,Mansfield Secondary College21.3 km away7-12CoEdGovernmentView Catchment",False,204011057.0,184643.6,8564.2
1825.0042,1,3,6,House,1 Zimmerman Avenue,BONNIE DOON,3720.0,-37.025192,145.85838,"Mansfield Primary School20.4 km awayPrep-6CoEdGovernmentView Catchment,Mansfield Secondary College20.9 km away7-12CoEdGovernmentView Catchment",True,204011057.0,185271.7,8598.2
580.0,2,4,2,Townhouse,9 Redgum Drive,MANSFIELD,3722.0,-37.047512,146.09712,"Mansfield Primary School1.4 km awayPrep-6CoEdGovernmentView Catchment,Mansfield Secondary College1.8 km away7-12CoEdGovernmentView Catchment,St Mary's School1.4 km awayPrep-6CoEdCatholicMore Info",False,204011057.0,207576.1,9661.1
9904301.8,2,4,4,House,29 Monkey Gully Road,MANSFIELD,3722.0,-37.067204,146.0889,"Mansfield Secondary College0.5 km away7-12CoEdGovernmentView Catchment,Mansfield Primary School1.3 km awayPrep-6CoEdGovernmentView Catchment,Mansfield Rudolf Steiner School0.7 km awayPrep-12CoEdPrivateMore Info",True,204011057.0,207918.8,9684.5
5302303.0,1,4,0,House,9 Ailsa Street,MANSFIELD,3722.0,-37.055187,146.09608,"Mansfield Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Mansfield Secondary College1.1 km away7-12CoEdGovernmentView Catchment,St Mary's School0.8 km awayPrep-6CoEdCatholicMore Info",False,204011057.0,206931.4,9655.4
2303.0053,2,3,4,House,28 Victoria Street,MANSFIELD,3722.0,-37.056046,146.08113,"Mansfield Primary School0.4 km awayPrep-6CoEdGovernmentView Catchment,Mansfield Secondary College1 km away7-12CoEdGovernmentView Catchment,St Mary's School0.6 km awayPrep-6CoEdCatholicMore Info",False,204011057.0,205920.8,9520.6
6252716.0,1,4,0,House,50 Alpine Ridge Drive,MERRIJIG,3723.0,-37.109787,146.3495,"Merrijig Primary School8.3 km awayPrep-6CoEdGovernmentView Catchment,Mansfield Secondary College23.8 km away7-12CoEdGovernmentView Catchment,Geelong Grammar School - Timbertop Campus4.4 km awayPrivateMore Info",True,204011057.0,233910.0,10783.6
950.0,2,4,8,House,81 Lake Mokoan Rd,GOORAMBAT,3725.0,-36.458866,146.01297,Benalla P-12 College11.4 km awayPrep-12CoEdGovernmentView Catchment,True,204021064.0,221326.5,9355.6
320.0,1,2,1,Apartment / Unit / Flat,2/43 Barr Street,TUNGAMAH,3728.0,-36.164974,145.87785,"Tungamah Primary School0.4 km awayPrep-6CoEdGovernmentView Catchment,Yarrawonga College P-1219.7 km awayPrep-12CoEdGovernmentView Catchment",False,216021412.0,241054.8,10793.7
500.0,1,3,1,House,47 GRAHAM AVENUE,BUNDALONG,3730.0,-36.02847,146.16411,Yarrawonga College P-1214.2 km awayPrep-12CoEdGovernmentView Catchment,False,216021412.0,281499.9,12044.1
