price,bathrooms,bedrooms,parking,type,street,suburb,postcode,latitude,longitude,school,furnished,SA2_code,CBD_distance,CBD_duration_time
395.0,1,2,1,House,1/182 Tenth St,MILDURA,3500.0,-34.18327,142.15381,"Mildura West Primary School0.4 km awayPrep-6CoEdGovernmentView Catchment,Chaffey Secondary College1.5 km away7-10CoEdGovernmentView Catchment,Mildura Senior College1.8 km awayPrep-12CoEdGovernmentView Catchment",False,215021469.0,544110.9,22872.4
390.0,1,2,2,House,583 Deakin Avenue,MILDURA,3500.0,-34.212955,142.12823,"Mildura South Primary School0.1 km awayPrep-6CoEdGovernmentView Catchment,Mildura Senior College2.3 km awayPrep-12CoEdGovernmentView Catchment,Chaffey Secondary College2.6 km away7-10CoEdGovernmentView Catchment",False,215021470.0,541505.7,22650.7
360.0,1,2,1,Apartment / Unit / Flat,2/428 Walnut Ave,MILDURA,3500.0,-34.20182,142.1329,"Ranfurly Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Mildura Senior College1.2 km awayPrep-12CoEdGovernmentView Catchment,Chaffey Secondary College1.5 km away7-10CoEdGovernmentView Catchment",False,215021470.0,541250.1,22637.3
350.0,1,2,1,House,801 Fourteenth Street,MILDURA,3500.0,-34.200363,142.14912,"Mildura Senior College0.4 km awayPrep-12CoEdGovernmentView Catchment,Chaffey Secondary College0.5 km away7-10CoEdGovernmentView Catchment,Mildura Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment",False,215021470.0,541552.1,22633.9
350.0,1,2,1,House,3/428 Walnut Ave,MILDURA,3500.0,-34.20189,142.13298,"Ranfurly Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Mildura Senior College1.2 km awayPrep-12CoEdGovernmentView Catchment,Chaffey Secondary College1.5 km away7-10CoEdGovernmentView Catchment",False,215021470.0,541249.8,22637.3
350.0,1,2,1,Apartment / Unit / Flat,2/250 Seventh Street,MILDURA,3500.0,-34.17433,142.15393,"Mildura West Primary School0.6 km awayPrep-6CoEdGovernmentView Catchment,Chaffey Secondary College2.4 km away7-10CoEdGovernmentView Catchment,Mildura Senior College2.7 km awayPrep-12CoEdGovernmentView Catchment",False,215021469.0,545504.9,22973.8
350.0,1,2,1,Apartment / Unit / Flat,1/276 Ninth Street,MILDURA,3500.0,-34.176052,142.14873,"Mildura West Primary School0.5 km awayPrep-6CoEdGovernmentView Catchment,Chaffey Secondary College2.2 km away7-10CoEdGovernmentView Catchment,Mildura Senior College2.5 km awayPrep-12CoEdGovernmentView Catchment",False,215021469.0,545254.2,22970.6
310.0,1,2,1,Apartment / Unit / Flat,4/861 Fifteenth Street,MILDURA,3500.0,-34.205074,142.13487,"Mildura South Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,Mildura Senior College1.2 km awayPrep-12CoEdGovernmentView Catchment,Chaffey Secondary College1.6 km away7-10CoEdGovernmentView Catchment",False,215021470.0,540681.7,22583.4
290.0,1,2,1,House,2/145 Magnolia Avenue,MILDURA,3500.0,-34.192036,142.16202,"Mildura Primary School0.3 km awayPrep-6CoEdGovernmentView Catchment,Chaffey Secondary College1.4 km away7-10CoEdGovernmentView Catchment,Mildura Senior College1.7 km awayPrep-12CoEdGovernmentView Catchment",False,215021469.0,542988.4,22766.8
260.0,1,1,1,Apartment / Unit / Flat,6/5-7 Cameron Avenue,MILDURA,3500.0,-34.182034,142.15048,"Mildura West Primary School0.3 km awayPrep-6CoEdGovernmentView Catchment,Chaffey Secondary College1.5 km away7-10CoEdGovernmentView Catchment,Mildura Senior College1.8 km awayPrep-12CoEdGovernmentView Catchment",False,215021469.0,544306.0,22861.9
230.0,1,1,1,House,4/14 Trevatt Ct,MILDURA,3500.0,-34.193924,142.16002,"Mildura Primary School0.1 km awayPrep-6CoEdGovernmentView Catchment,Chaffey Secondary College1.1 km away7-10CoEdGovernmentView Catchment,Mildura Senior College1.4 km awayPrep-12CoEdGovernmentView Catchment",False,215021469.0,542519.7,22766.3
295.0,1,2,1,Apartment / Unit / Flat,4/131 Billabong Road,NICHOLS POINT,3501.0,-34.203304,142.22754,"Nichols Point Primary School2.2 km awayPrep-6CoEdGovernmentView Catchment,Irymple Secondary College6.6 km away7-10CoEdGovernmentView Catchment,Mildura Senior College7.6 km awayPrep-12CoEdGovernmentView Catchment",False,215021395.0,541977.0,23010.3
320.0,1,2,1,Apartment / Unit / Flat,4/44 Commercial Street,MERBEIN,3505.0,-34.168484,142.05719,"Merbein P-10 College1.3 km awayPrep-10CoEdGovernmentView Catchment,Mildura Senior College8.8 km awayPrep-12CoEdGovernmentView Catchment,Our Lady of the Sacred Heart School0.4 km awayPrep-6CoEdCatholicMore Info",False,215021396.0,553007.3,23264.0
300.0,1,3,0,House,13 Westh Street,UNDERBOOL,3509.0,-35.172337,141.80536,"Underbool Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Ouyen P-12 College48.6 km awayPrep-12CoEdGovernmentView Catchment",False,215021398.0,478860.8,20453.3
500.0,2,4,3,House,19 Antrim Street,MARONG,3515.0,-36.740944,144.13962,"Marong Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Crusoe 7-10 Secondary College10.1 km away7-10CoEdGovernmentView Catchment,Bendigo Senior Secondary College12.6 km away10-12CoEdGovernmentView Catchment",False,202021026.0,157012.6,6943.2
280.0,1,3,1,House,32 Holloway Street,BOORT,3537.0,-36.11242,143.72957,Boort District P-12 School0.3 km awayPrep-12CoEdGovernmentView Catchment,False,202031033.0,257746.1,11090.2
400.0,2,4,3,House,11 Rose Street,MANANGATANG,3546.0,-35.052063,142.87982,Manangatang P-12 College0.7 km awayPrep-11CoEdGovernmentView Catchment,False,215031405.0,410689.0,17710.9
380.0,1,2,1,House,4B Thunder Street,BENDIGO,3550.0,-36.747025,144.28505,"Bendigo Senior Secondary College1 km away10-12CoEdGovernmentView Catchment,Camp Hill Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Weeroona College Bendigo1.5 km away7-12CoEdGovernmentView Catchment",False,202011018.0,152924.4,7327.5
880.0,2,3,1,House,2/47-55 View Street,BENDIGO,3550.0,-36.758472,144.27689,"Camp Hill Primary School0.3 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College0.4 km away10-12CoEdGovernmentView Catchment,Bendigo South East 7-10 Secondary College2.8 km away7-10CoEdGovernmentView Catchment",True,202011018.0,151285.7,7111.3
780.0,2,2,1,Apartment / Unit / Flat,2/23 View Point,BENDIGO,3550.0,-36.759148,144.27773,"Camp Hill Primary School0.4 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College0.5 km away10-12CoEdGovernmentView Catchment,Bendigo South East 7-10 Secondary College2.7 km away7-10CoEdGovernmentView Catchment",True,202011018.0,151391.4,7124.0
680.0,2,3,1,House,109 Hargreaves Street,BENDIGO,3550.0,-36.755424,144.28697,"Bendigo Senior Secondary College0.7 km away10-12CoEdGovernmentView Catchment,Camp Hill Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Weeroona College Bendigo2.1 km away7-12CoEdGovernmentView Catchment",True,202011018.0,153236.6,7204.4
680.0,2,3,2,House,2 Pitt Street,BENDIGO,3550.0,-36.760193,144.26654,"Bendigo Primary School0.3 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College1.3 km away10-12CoEdGovernmentView Catchment,Bendigo South East 7-10 Secondary College3.4 km away7-10CoEdGovernmentView Catchment",True,202011018.0,150598.3,7042.2
680.0,2,3,4,House,41 Drought Street,BENDIGO,3550.0,-36.75035,144.27844,"Bendigo Senior Secondary College0.5 km away10-12CoEdGovernmentView Catchment,Camp Hill Primary School0.6 km awayPrep-6CoEdGovernmentView Catchment,Weeroona College Bendigo2.2 km away7-12CoEdGovernmentView Catchment",True,202011018.0,152520.9,7270.8
670.0,1,2,1,House,2/19 Creek Street,BENDIGO,3550.0,-36.762993,144.2753,"Camp Hill Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College1 km away10-12CoEdGovernmentView Catchment,Bendigo South East 7-10 Secondary College2.6 km away7-10CoEdGovernmentView Catchment",True,202011018.0,150661.8,7051.8
650.0,1,3,1,House,59 Hopetoun Street,BENDIGO,3550.0,-36.754986,144.28865,"Bendigo Senior Secondary College0.8 km away10-12CoEdGovernmentView Catchment,Camp Hill Primary School0.9 km awayPrep-6CoEdGovernmentView Catchment,Weeroona College Bendigo2 km away7-12CoEdGovernmentView Catchment",True,202011018.0,153268.9,7191.0
620.0,1,2,1,House,4/17 Bobs Street,BENDIGO,3550.0,-36.745617,144.29478,"Weeroona College Bendigo0.8 km away7-12CoEdGovernmentView Catchment,Bendigo Senior Secondary College1.7 km away10-12CoEdGovernmentView Catchment,Camp Hill Primary School1.9 km awayPrep-6CoEdGovernmentView Catchment",True,202011018.0,153143.7,7294.6
580.0,1,2,2,House,105 Lucan Street,BENDIGO,3550.0,-36.749733,144.28424,"Bendigo Senior Secondary College0.7 km away10-12CoEdGovernmentView Catchment,Camp Hill Primary School0.9 km awayPrep-6CoEdGovernmentView Catchment,Weeroona College Bendigo1.7 km away7-12CoEdGovernmentView Catchment",True,202011018.0,152486.2,7240.9
580.0,1,2,0,Apartment / Unit / Flat,103/2 Queen Street,BENDIGO,3550.0,-36.760117,144.28156,"Camp Hill Primary School0.6 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College0.6 km away10-12CoEdGovernmentView Catchment,Bendigo South East 7-10 Secondary College2.4 km away7-10CoEdGovernmentView Catchment",True,202011018.0,152462.1,7113.2
560.0,1,3,1,House,1 Reef Street,BENDIGO,3550.0,-36.759163,144.26736,"Bendigo Primary School0.3 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College1.2 km away10-12CoEdGovernmentView Catchment,Bendigo South East 7-10 Secondary College3.4 km away7-10CoEdGovernmentView Catchment",True,202011018.0,150766.4,7089.1
560.0,1,2,1,House,1/65 McIvor Rd,BENDIGO,3550.0,-36.75759,144.29488,"Bendigo Senior Secondary College1.4 km away10-12CoEdGovernmentView Catchment,Camp Hill Primary School1.5 km awayPrep-6CoEdGovernmentView Catchment,Bendigo South East 7-10 Secondary College2.1 km away7-10CoEdGovernmentView Catchment",True,202011020.0,153544.7,7218.6
560.0,1,2,0,House,1/43 Mitchell St,BENDIGO,3550.0,-36.76074,144.28006,"Camp Hill Primary School0.6 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College0.6 km away10-12CoEdGovernmentView Catchment,Bendigo South East 7-10 Secondary College2.4 km away7-10CoEdGovernmentView Catchment",True,202011018.0,152272.9,7075.5
550.0,1,2,1,House,15 Uley Street,BENDIGO,3550.0,-36.7512,144.28305,"Bendigo Senior Secondary College0.5 km away10-12CoEdGovernmentView Catchment,Camp Hill Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Weeroona College Bendigo1.9 km away7-12CoEdGovernmentView Catchment",True,202011018.0,152352.5,7229.7
550.0,1,3,1,House,2 Miami Crt,BENDIGO,3550.0,-36.74183,144.2892,"Weeroona College Bendigo0.8 km away7-12CoEdGovernmentView Catchment,Bendigo Senior Secondary College1.7 km away10-12CoEdGovernmentView Catchment,Camp Hill Primary School1.8 km awayPrep-6CoEdGovernmentView Catchment",True,202011018.0,153831.5,7396.0
540.0,2,4,3,House,7 Frederick Street,BENDIGO,3550.0,-36.749474,144.27718,"Bendigo Senior Secondary College0.7 km away10-12CoEdGovernmentView Catchment,Camp Hill Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Weeroona College Bendigo2.2 km away7-12CoEdGovernmentView Catchment",True,202011018.0,152617.9,7294.1
520.0,1,2,0,Apartment / Unit / Flat,5/7-9 View Point,BENDIGO,3550.0,-36.759617,144.27747,"Camp Hill Primary School0.4 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College0.5 km away10-12CoEdGovernmentView Catchment,Bendigo South East 7-10 Secondary College2.7 km away7-10CoEdGovernmentView Catchment",True,202011018.0,151176.4,7113.7
500.0,2,3,2,Townhouse,5/10 Farrington Street,BENDIGO,3550.0,-36.758217,144.2911,"Bendigo Senior Secondary College1.1 km away10-12CoEdGovernmentView Catchment,Camp Hill Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,Bendigo South East 7-10 Secondary College2.1 km away7-10CoEdGovernmentView Catchment",True,202011020.0,153305.6,7217.6
475.0,2,3,2,House,11 Moonta Street,BENDIGO,3550.0,-36.75811,144.2544,"Specimen Hill Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College2.3 km away10-12CoEdGovernmentView Catchment,Crusoe 7-10 Secondary College4 km away7-10CoEdGovernmentView Catchment",True,202011018.0,151169.6,7131.3
460.0,1,3,2,House,2 Olive Street,BENDIGO,3550.0,-36.759434,144.26808,"Bendigo Primary School0.4 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College1.1 km away10-12CoEdGovernmentView Catchment,Bendigo South East 7-10 Secondary College3.4 km away7-10CoEdGovernmentView Catchment",True,202011018.0,150714.1,7076.6
450.0,1,1,0,House,4/7-9 View Point,BENDIGO,3550.0,-36.759617,144.27747,"Camp Hill Primary School0.4 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College0.5 km away10-12CoEdGovernmentView Catchment,Bendigo South East 7-10 Secondary College2.7 km away7-10CoEdGovernmentView Catchment",True,202011018.0,151176.4,7113.7
430.0,1,1,1,House,568 Hargreaves Street,BENDIGO,3550.0,-36.767868,144.26909,"Golden Square Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College1.7 km away10-12CoEdGovernmentView Catchment,Bendigo South East 7-10 Secondary College2.9 km away7-10CoEdGovernmentView Catchment",True,202011018.0,149815.1,6950.4
420.0,1,1,0,House,242A Don Street,BENDIGO,3550.0,-36.756428,144.26715,"Bendigo Primary School0.2 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College1.1 km away10-12CoEdGovernmentView Catchment,Weeroona College Bendigo3.4 km away7-12CoEdGovernmentView Catchment",True,202011018.0,150997.5,7080.8
410.0,1,3,2,House,250 Arnold Street,BENDIGO,3550.0,-36.744526,144.27565,"Lightning Reef Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College1.2 km away10-12CoEdGovernmentView Catchment,Weeroona College Bendigo2.1 km away7-12CoEdGovernmentView Catchment",True,202011018.0,153222.1,7333.6
400.0,1,2,1,Apartment / Unit / Flat,110 Mitchell Street,BENDIGO,3550.0,-36.762943,144.28185,"Camp Hill Primary School0.9 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College0.9 km away10-12CoEdGovernmentView Catchment,Bendigo South East 7-10 Secondary College2.1 km away7-10CoEdGovernmentView Catchment",True,202011018.0,152090.8,7058.2
440.0,1,3,1,House,29C Milroy Street,BENDIGO,3550.0,-36.748363,144.2693,"Bendigo Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College1.2 km away10-12CoEdGovernmentView Catchment,Weeroona College Bendigo2.8 km away7-12CoEdGovernmentView Catchment",True,202011018.0,152486.7,7255.9
530.0,1,3,4,House,192 Don Street,BENDIGO,3550.0,-36.7588,144.26862,"Bendigo Primary School0.4 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College1.1 km away10-12CoEdGovernmentView Catchment,Bendigo South East 7-10 Secondary College3.4 km away7-10CoEdGovernmentView Catchment",True,202011018.0,150703.3,7046.7
420.0,1,3,2,House,219 King Street,BENDIGO,3550.0,-36.769367,144.27057,"Quarry Hill Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College1.8 km away10-12CoEdGovernmentView Catchment,Bendigo South East 7-10 Secondary College2.7 km away7-10CoEdGovernmentView Catchment",True,202011018.0,150766.1,6999.3
410.0,1,2,1,Townhouse,5/150 Holdsworth Road,BENDIGO,3550.0,-36.73376,144.27507,"Lightning Reef Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Eaglehawk Secondary College1.9 km away7-10CoEdGovernmentView Catchment,Bendigo Senior Secondary College2.4 km away10-12CoEdGovernmentView Catchment",True,202011018.0,156397.2,7374.4
350.0,1,3,1,House,1/48 Baxter Street,BENDIGO,3550.0,-36.75525,144.28778,"Bendigo Senior Secondary College0.7 km away10-12CoEdGovernmentView Catchment,Camp Hill Primary School0.9 km awayPrep-6CoEdGovernmentView Catchment,Weeroona College Bendigo2 km away7-12CoEdGovernmentView Catchment",False,202011018.0,153221.4,7191.5
280.0,1,1,3,House,4 Frederick Street,BENDIGO,3550.0,-36.749516,144.27806,"Bendigo Senior Secondary College0.6 km away10-12CoEdGovernmentView Catchment,Camp Hill Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Weeroona College Bendigo2.1 km away7-12CoEdGovernmentView Catchment",True,202011018.0,152571.5,7282.9
500.0,2,4,2,House,59 Rohs Road,EAST BENDIGO,3550.0,-36.7393,144.31586,"Weeroona College Bendigo1.6 km away7-12CoEdGovernmentView Catchment,White Hills Primary School1.6 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College3.7 km away10-12CoEdGovernmentView Catchment",False,202011020.0,156902.1,7518.5
200.0,1,1,1,House,2/26 Day Street,EAST BENDIGO,3550.0,-36.75201,144.29994,"Weeroona College Bendigo1.5 km away7-12CoEdGovernmentView Catchment,Bendigo Senior Secondary College1.8 km away10-12CoEdGovernmentView Catchment,Kennington Primary School2 km awayPrep-6CoEdGovernmentView Catchment",True,202011020.0,154582.7,7381.7
430.0,1,3,1,House,20 Ewing Court,FLORA HILL,3550.0,-36.771877,144.29488,"Bendigo South East 7-10 Secondary College0.6 km away7-10CoEdGovernmentView Catchment,Kennington Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College2.3 km away10-12CoEdGovernmentView Catchment",False,202011021.0,152611.2,7157.2
700.0,2,4,2,House,3/78 Somerville Street,FLORA HILL,3550.0,-36.776375,144.28865,"Quarry Hill Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Bendigo South East 7-10 Secondary College1 km away7-10CoEdGovernmentView Catchment,Bendigo Senior Secondary College2.5 km away10-12CoEdGovernmentView Catchment",True,202011021.0,151471.6,7013.9
470.0,1,2,1,House,1/164 Neale Street,FLORA HILL,3550.0,-36.777954,144.29126,"Bendigo South East 7-10 Secondary College0.7 km away7-10CoEdGovernmentView Catchment,Quarry Hill Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College2.7 km away10-12CoEdGovernmentView Catchment",True,202011021.0,151802.9,7050.7
165.0,1,1,1,House,Room 5/32 - 34 Churchill Avenue,FLORA HILL,3550.0,-36.77304,144.29257,"Bendigo South East 7-10 Secondary College0.7 km away7-10CoEdGovernmentView Catchment,Quarry Hill Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College2.3 km away10-12CoEdGovernmentView Catchment",True,202011021.0,152206.7,7110.6
720.0,3,4,2,Townhouse,4 Lorne Terrace,FLORA HILL,3550.0,-36.78462,144.29445,"Bendigo South East 7-10 Secondary College1 km away7-10CoEdGovernmentView Catchment,Spring Gully Primary School1.3 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College3.5 km away10-12CoEdGovernmentView Catchment",True,202011021.0,152455.2,7132.7
500.0,1,3,2,House,69 Ellis Street,FLORA HILL,3550.0,-36.77625,144.29988,"Bendigo South East 7-10 Secondary College0.1 km away7-10CoEdGovernmentView Catchment,Kennington Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College3 km away10-12CoEdGovernmentView Catchment",False,202011021.0,152631.3,7169.2
490.0,1,3,1,House,24 Nish Street,FLORA HILL,3550.0,-36.770767,144.29564,"Bendigo South East 7-10 Secondary College0.7 km away7-10CoEdGovernmentView Catchment,Kennington Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College2.3 km away10-12CoEdGovernmentView Catchment",True,202011021.0,152488.6,7123.8
485.0,2,3,2,Townhouse,4/47 Race Street,FLORA HILL,3550.0,-36.77893,144.29675,"Bendigo South East 7-10 Secondary College0.4 km away7-10CoEdGovernmentView Catchment,Kennington Primary School1.5 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College3.1 km away10-12CoEdGovernmentView Catchment",True,202011021.0,152233.6,7119.2
450.0,1,3,1,House,2/70 Somerville Street,FLORA HILL,3550.0,-36.775646,144.28886,"Quarry Hill Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Bendigo South East 7-10 Secondary College0.9 km away7-10CoEdGovernmentView Catchment,Bendigo Senior Secondary College2.4 km away10-12CoEdGovernmentView Catchment",True,202011021.0,151586.4,7031.0
400.0,1,3,2,House,16 Burrell Street,FLORA HILL,3550.0,-36.77665,144.29399,"Bendigo South East 7-10 Secondary College0.5 km away7-10CoEdGovernmentView Catchment,Quarry Hill Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College2.7 km away10-12CoEdGovernmentView Catchment",False,202011021.0,151976.6,7097.4
390.0,1,3,1,House,8 Margaret Crescent,FLORA HILL,3550.0,-36.775017,144.28784,"Quarry Hill Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Bendigo South East 7-10 Secondary College1 km away7-10CoEdGovernmentView Catchment,Bendigo Senior Secondary College2.3 km away10-12CoEdGovernmentView Catchment",False,202011021.0,151420.2,7039.1
390.0,1,2,1,Apartment / Unit / Flat,1/2 Towers Street,FLORA HILL,3550.0,-36.780724,144.29112,"Bendigo South East 7-10 Secondary College0.9 km away7-10CoEdGovernmentView Catchment,Quarry Hill Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College3 km away10-12CoEdGovernmentView Catchment",True,202011021.0,152015.2,7077.8
810.0,2,3,2,House,2/60A Honeysuckle Street,IRONBARK,3550.0,-36.75946,144.26463,"Bendigo Primary School0.2 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College1.4 km away10-12CoEdGovernmentView Catchment,Bendigo South East 7-10 Secondary College3.6 km away7-10CoEdGovernmentView Catchment",True,202011018.0,150624.1,7058.5
440.0,1,3,2,House,6 Thomas Street,IRONBARK,3550.0,-36.750954,144.26212,"Bendigo Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College1.6 km away10-12CoEdGovernmentView Catchment,Eaglehawk Secondary College3.4 km away7-10CoEdGovernmentView Catchment",False,202011018.0,152118.6,7256.4
450.0,2,3,2,House,2A Casley Street,IRONBARK,3550.0,-36.750305,144.26021,"Bendigo Primary School0.9 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College1.8 km away10-12CoEdGovernmentView Catchment,Eaglehawk Secondary College3.3 km away7-10CoEdGovernmentView Catchment",True,202011018.0,152381.0,7218.0
750.0,2,3,2,House,5C McIvor Court,KENNINGTON,3550.0,-36.760223,144.30315,"Kennington Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Bendigo South East 7-10 Secondary College1.8 km away7-10CoEdGovernmentView Catchment,Bendigo Senior Secondary College2.2 km away10-12CoEdGovernmentView Catchment",True,202011020.0,154676.4,7351.4
630.0,2,3,1,House,1A Carola Court,KENNINGTON,3550.0,-36.76008,144.30186,"Kennington Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Bendigo South East 7-10 Secondary College1.8 km away7-10CoEdGovernmentView Catchment,Bendigo Senior Secondary College2.1 km away10-12CoEdGovernmentView Catchment",True,202011020.0,154253.1,7363.3
430.0,1,3,1,House,13 The Terrace,KENNINGTON,3550.0,-36.77831,144.30482,"Bendigo South East 7-10 Secondary College0.5 km away7-10CoEdGovernmentView Catchment,Kennington Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College3.4 km away10-12CoEdGovernmentView Catchment",False,202011020.0,153185.4,7275.3
420.0,1,1,1,House,4/8 Dale St,KENNINGTON,3550.0,-36.761757,144.30159,"Kennington Primary School0.9 km awayPrep-6CoEdGovernmentView Catchment,Bendigo South East 7-10 Secondary College1.6 km away7-10CoEdGovernmentView Catchment,Bendigo Senior Secondary College2.1 km away10-12CoEdGovernmentView Catchment",True,202011020.0,154373.1,7392.1
420.0,1,3,1,House,30 Mafeking Street South,KENNINGTON,3550.0,-36.76195,144.29988,"Kennington Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Bendigo South East 7-10 Secondary College1.6 km away7-10CoEdGovernmentView Catchment,Bendigo Senior Secondary College2 km away10-12CoEdGovernmentView Catchment",False,202011020.0,154019.7,7303.3
410.0,1,3,1,Apartment / Unit / Flat,8/20 Glencoe Street,KENNINGTON,3550.0,-36.76479,144.29776,"Kennington Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Bendigo South East 7-10 Secondary College1.3 km away7-10CoEdGovernmentView Catchment,Bendigo Senior Secondary College1.9 km away10-12CoEdGovernmentView Catchment",False,202011020.0,153820.0,7274.2
400.0,0,0,0,House,6/8 Clarke Street,KENNINGTON,3550.0,-36.76718,144.29504,"Bendigo South East 7-10 Secondary College1.1 km away7-10CoEdGovernmentView Catchment,Kennington Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College1.9 km away10-12CoEdGovernmentView Catchment",False,202011020.0,152917.1,7227.3
390.0,1,2,1,House,87 Neale Street,KENNINGTON,3550.0,-36.768406,144.29393,"Bendigo South East 7-10 Secondary College1 km away7-10CoEdGovernmentView Catchment,Kennington Primary School1.3 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College2 km away10-12CoEdGovernmentView Catchment",False,202011020.0,152634.8,7150.0
550.0,2,3,1,House,19 Kara Street,KENNINGTON,3550.0,-36.768738,144.29933,"Kennington Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Bendigo South East 7-10 Secondary College0.8 km away7-10CoEdGovernmentView Catchment,Bendigo Senior Secondary College2.3 km away10-12CoEdGovernmentView Catchment",True,202011020.0,153049.7,7200.2
500.0,2,4,2,House,5B Vincent Drive,KENNINGTON,3550.0,-36.783035,144.30634,"Bendigo South East 7-10 Secondary College1 km away7-10CoEdGovernmentView Catchment,Kennington Primary School1.6 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College3.9 km away10-12CoEdGovernmentView Catchment",True,202011020.0,154991.5,7532.1
460.0,2,3,2,House,2/15 Claire Court,KENNINGTON,3550.0,-36.763367,144.30357,"Kennington Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Bendigo South East 7-10 Secondary College1.5 km away7-10CoEdGovernmentView Catchment,Bendigo Senior Secondary College2.3 km away10-12CoEdGovernmentView Catchment",True,202011020.0,154327.9,7319.0
440.0,1,3,0,House,16 Albion Street,KENNINGTON,3550.0,-36.76756,144.29701,"Bendigo South East 7-10 Secondary College1 km away7-10CoEdGovernmentView Catchment,Kennington Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College2.1 km away10-12CoEdGovernmentView Catchment",True,202011020.0,153040.2,7217.4
450.0,1,3,2,House,113 Sternberg Street,KENNINGTON,3550.0,-36.768925,144.29254,"Bendigo South East 7-10 Secondary College1 km away7-10CoEdGovernmentView Catchment,Quarry Hill Primary School1.3 km awayPrep-6CoEdGovernmentView Catchment,Bendigo Senior Secondary College1.9 km away10-12CoEdGovernmentView Catchment",False,202011020.0,152318.3,7104.9
